,Unnamed: 0,Unnamed: 0.1,Unsegmented_hashtag,Segmented_hashtag,Unsegmented_hashtag_lowerCase,Segmented_hashtag_lowerCase,segments_count
164025,164427,164427,RamNamJapnaHinduMuslimKoBaantna,Ram Nam Japna Hindu Muslim Ko Baantna,ramnamjapnahindumuslimkobaantna,ram nam japna hindu muslim ko baantna,7
134154,134498,134498,ToriesAreToast,Tories Are Toast,toriesaretoast,tories are toast,3
273234,273881,273881,LouDreGrandMediaCon,Lou Dre Grand Media Con,loudregrandmediacon,lou dre grand media con,5
172106,172523,172523,BJPyuktBharat,BJ Pyukt Bharat,bjpyuktbharat,bj pyukt bharat,3
210798,211307,211307,PollExpenditure,Poll Expenditure,pollexpenditure,poll expenditure,2
58778,58944,58944,TopGear,Top Gear,topgear,top gear,2
308129,308863,308863,SuperstarSinger,Superstar Singer,superstarsinger,superstar singer,2
11745,11779,11779,ChowkidarImandharHain,Chowkidar Imandhar Hain,chowkidarimandharhain,chowkidar imandhar hain,3
79420,79638,79638,PalakkadUDFCandidate,Palakkad UDF Candidate,palakkadudfcandidate,palakkad udf candidate,3
324396,325162,325162,WeMustWinAgain,We Must Win Again,wemustwinagain,we must win again,4
149554,149923,149923,MainToJholaUthaKeChalDonga,Main To Jhola Utha Ke Chal Donga,maintojholauthakechaldonga,main to jhola utha ke chal donga,7
178602,179028,179028,KapuLeaders,Kapu Leaders,kapuleaders,kapu leaders,2
57081,57246,57246,TiranaTimes,Tirana Times,tiranatimes,tirana times,2
294646,295346,295346,LandlordCongress,Landlord Congress,landlordcongress,landlord congress,2
54578,54734,54734,MadhyaPradeshElectionResult2018,Madhya Pradesh Election Result 2018,madhyapradeshelectionresult2018,madhya pradesh election result 2018,5
186100,186548,186548,TuesdayTalks,Tuesday Talks,tuesdaytalks,tuesday talks,2
241095,241672,241672,APVoter,AP Voter,apvoter,ap voter,2
264010,264635,264635,BibhuPrasadTaraiJoinBJP,Bibhu Prasad Tarai Join BJP,bibhuprasadtaraijoinbjp,bibhu prasad tarai join bjp,5
214745,215265,215265,FaniCycloneDamage,Fani Cyclone Damage,fanicyclonedamage,fani cyclone damage,3
257394,258008,258008,PoliticalLies,Political Lies,politicallies,political lies,2
219984,220515,220515,LalluCallingGupta,Lallu Calling Gupta,lallucallinggupta,lallu calling gupta,3
235272,235834,235834,IndoreDevelopment,Indore Development,indoredevelopment,indore development,2
225008,225553,225553,SPInsultsWomen,SP Insults Women,spinsultswomen,sp insults women,3
24177,24254,24254,ModiAshuchanti,Modi Ashuchanti,modiashuchanti,modi ashuchanti,2
175317,175740,175740,MyntraFashionYourSport,Myntra Fashion Your Sport,myntrafashionyoursport,myntra fashion your sport,4
174060,174482,174482,RafaleProbe,Rafale Probe,rafaleprobe,rafale probe,2
13871,13914,13914,TVDebate,TV Debate,tvdebate,tv debate,2
181767,182200,182200,StillNotReady,Still Not Ready,stillnotready,still not ready,3
130241,130573,130573,PrajaSanakalpaYatra,Praja Sanakalpa Yatra,prajasanakalpayatra,praja sanakalpa yatra,3
10115,10145,10145,ClashOfTheTitans,Clash Of The Titans,clashofthetitans,clash of the titans,4
314919,315666,315666,SwamyHaiTohMumkinHain,Swamy Hai Toh Mumkin Hain,swamyhaitohmumkinhain,swamy hai toh mumkin hain,5
289820,290506,290506,KrishnaPunia,Krishna Punia,krishnapunia,krishna punia,2
26163,26244,26244,ApnaCase,Apna Case,apnacase,apna case,2
3142,3154,3154,AshishKante,Ashish Kante,ashishkante,ashish kante,2
194362,194830,194830,modiIntrouble,modi Introuble,modiintrouble,modi introuble,2
71244,71442,71442,AkulBalaji,Akul Balaji,akulbalaji,akul balaji,2
166674,167085,167085,followonNamoapp,followon Namoapp,followonnamoapp,followon namoapp,2
290277,290965,290965,shiliSingh,shili Singh,shilisingh,shili singh,2
208620,209123,209123,BlackSwan,Black Swan,blackswan,black swan,2
162741,163141,163141,InstantJustice,Instant Justice,instantjustice,instant justice,2
257912,258529,258529,AnitaHassanandani,Anita Hassanandani,anitahassanandani,anita hassanandani,2
88306,88551,88551,FuelRetail,Fuel Retail,fuelretail,fuel retail,2
285546,286226,286226,FetidSwampGas,Fetid Swamp Gas,fetidswampgas,fetid swamp gas,3
35110,35207,35207,BJPLokSabhaCandidates,BJP Lok Sabha Candidates,bjploksabhacandidates,bjp lok sabha candidates,4
303794,304518,304518,GattisPizza,Gattis Pizza,gattispizza,gattis pizza,2
281015,281682,281682,TejasviSuryaVijayanagarCampaign,Tejasvi Surya Vijayanagar Campaign,tejasvisuryavijayanagarcampaign,tejasvi surya vijayanagar campaign,4
149560,149929,149929,RaeBareily,Rae Bareily,raebareily,rae bareily,2
75399,75607,75607,HeroesNeedHelpToo,Heroes Need Help Too,heroesneedhelptoo,heroes need help too,4
115454,115748,115748,DogFathers,Dog Fathers,dogfathers,dog fathers,2
258145,258763,258763,KedarnathTravel,Kedarnath Travel,kedarnathtravel,kedarnath travel,2
317005,317758,317758,ArlingtonTX,Arlington TX,arlingtontx,arlington tx,2
199105,199581,199581,MexicanWoman,Mexican Woman,mexicanwoman,mexican woman,2
146377,146740,146740,IvoteEurope,Ivote Europe,ivoteeurope,ivote europe,2
21984,22053,22053,MdiJahanVikasWahan,Mdi Jahan Vikas Wahan,mdijahanvikaswahan,mdi jahan vikas wahan,4
23494,23569,23569,secondReferendum,second Referendum,secondreferendum,second referendum,2
134720,135067,135067,KTRsold2Jagan,KT Rsold 2 Jagan,ktrsold2jagan,kt rsold 2 jagan,4
148074,148440,148440,ThroughTheWoods,Through The Woods,throughthewoods,through the woods,3
102032,102302,102302,MsDian,Ms Dian,msdian,ms dian,2
18430,18486,18486,SankalpseSiddhi,Sankalpse Siddhi,sankalpsesiddhi,sankalpse siddhi,2
321500,322260,322260,GoodbyePPC,Goodbye PPC,goodbyeppc,goodbye ppc,2
158978,159368,159368,AgendaForBalcanisationOfIndia,Agenda For Balcanisation Of India,agendaforbalcanisationofindia,agenda for balcanisation of india,5
81532,81754,81754,BobbyTalksCinemaDotCom,Bobby Talks Cinema Dot Com,bobbytalkscinemadotcom,bobby talks cinema dot com,5
113290,113581,113581,HappyTelanganaFormationDay,Happy Telangana Formation Day,happytelanganaformationday,happy telangana formation day,4
90606,90854,90854,Babush4Panaji,Babush 4 Panaji,babush4panaji,babush 4 panaji,3
22778,22850,22850,LetsMakeaDeal,Lets Makea Deal,letsmakeadeal,lets makea deal,3
260029,260648,260648,boatsTweaking,boats Tweaking,boatstweaking,boats tweaking,2
36305,36405,36405,HappyBaekhyunDay,Happy Baekhyun Day,happybaekhyunday,happy baekhyun day,3
12869,12906,12906,KotakBank,Kotak Bank,kotakbank,kotak bank,2
131787,132122,132122,GIDLExUHOH,GIDL Ex UHOH,gidlexuhoh,gidl ex uhoh,3
32,32,32,unemployedIndia,unemployed India,unemployedindia,unemployed india,2
15239,15285,15285,ESWquota,ES Wquota,eswquota,es wquota,2
9549,9578,9578,ADMKForSalem,ADMK For Salem,admkforsalem,admk for salem,3
146583,146946,146946,IAmAPurest,I Am A Purest,iamapurest,i am a purest,4
139621,139975,139975,ChutttttiiiyaaaHassanMinhaj,Chutttttiiiyaaa Hassan Minhaj,chutttttiiiyaaahassanminhaj,chutttttiiiyaaa hassan minhaj,3
317796,318551,318551,UAlberta,U Alberta,ualberta,u alberta,2
243740,244325,244325,KCRfailsAsCM,KC Rfails As CM,kcrfailsascm,kc rfails as cm,4
304076,304801,304801,indONEsia,ind ON Esia,indonesia,ind on esia,3
20640,20701,20701,TakeItLight,Take It Light,takeitlight,take it light,3
16719,16770,16770,devineOmen,devine Omen,devineomen,devine omen,2
21167,21232,21232,janshapathLets,janshapath Lets,janshapathlets,janshapath lets,2
15876,15924,15924,MuslimfamilyCommunalclash,Muslimfamily Communalclash,muslimfamilycommunalclash,muslimfamily communalclash,2
20758,20820,20820,BoneLockerForPidi,Bone Locker For Pidi,bonelockerforpidi,bone locker for pidi,4
103149,103423,103423,LokSabhaEelctionsResults2019,Lok Sabha Eelctions Results 2019,loksabhaeelctionsresults2019,lok sabha eelctions results 2019,5
216445,216969,216969,ElectionNews2019,Election News 2019,electionnews2019,election news 2019,3
183972,184413,184413,RatanLalKataria4Ambala,Ratan Lal Kataria 4 Ambala,ratanlalkataria4ambala,ratan lal kataria 4 ambala,5
180184,180616,180616,JoelVillanueva,Joel Villanueva,joelvillanueva,joel villanueva,2
228971,229524,229524,AntiNationalExposed,Anti National Exposed,antinationalexposed,anti national exposed,3
315523,316274,316274,BrianFitzpatrick,Brian Fitzpatrick,brianfitzpatrick,brian fitzpatrick,2
226942,227492,227492,ReasonToVoteModi,Reason To Vote Modi,reasontovotemodi,reason to vote modi,4
234689,235249,235249,ChandrababuNasdu,Chandrababu Nasdu,chandrababunasdu,chandrababu nasdu,2
240841,241418,241418,VengadoresEndgame,Vengadores Endgame,vengadoresendgame,vengadores endgame,2
258434,259052,259052,KashmiriPanditts,Kashmiri Panditts,kashmiripanditts,kashmiri panditts,2
19157,19215,19215,SilentTsunami,Silent Tsunami,silenttsunami,silent tsunami,2
266069,266699,266699,VoterPulse2019,Voter Pulse 2019,voterpulse2019,voter pulse 2019,3
105680,105959,105959,PaaltuKuttePadosikeChowkidaarPeBhiBhonkteHai,Paaltu Kutte Padosike Chowkidaar Pe Bhi Bhonkte Hai,paaltukuttepadosikechowkidaarpebhibhonktehai,paaltu kutte padosike chowkidaar pe bhi bhonkte hai,8
23467,23542,23542,DamRenovation,Dam Renovation,damrenovation,dam renovation,2
151533,151909,151909,HizbulMujahideen,Hizbul Mujahideen,hizbulmujahideen,hizbul mujahideen,2
179599,180028,180028,iSupportNancyPelosi,i Support Nancy Pelosi,isupportnancypelosi,i support nancy pelosi,4
215317,215838,215838,IStandWithRicha,I Stand With Richa,istandwithricha,i stand with richa,4
223502,224040,224040,digitalspaceIndia,digitalspace India,digitalspaceindia,digitalspace india,2
234401,234961,234961,HPHighCourt,HP High Court,hphighcourt,hp high court,3
248652,249251,249251,SwedenIndiaInnovation,Sweden India Innovation,swedenindiainnovation,sweden india innovation,3
5187,5204,5204,GoGomio,Go Gomio,gogomio,go gomio,2
61321,61494,61494,JansenaParty,Jansena Party,jansenaparty,jansena party,2
275082,275734,275734,ChowkidarKayarHai,Chowkidar Kayar Hai,chowkidarkayarhai,chowkidar kayar hai,3
179087,179514,179514,KamdharVsNamdhar,Kamdhar Vs Namdhar,kamdharvsnamdhar,kamdhar vs namdhar,3
250508,251111,251111,ModiSecularIndia,Modi Secular India,modisecularindia,modi secular india,3
290354,291042,291042,LootInIndia,Loot In India,lootinindia,loot in india,3
321279,322039,322039,PrinceOfGandhiFamily,Prince Of Gandhi Family,princeofgandhifamily,prince of gandhi family,4
161568,161965,161965,captainAmarinderSingh,captain Amarinder Singh,captainamarindersingh,captain amarinder singh,3
193935,194402,194402,WeWantRozgar,We Want Rozgar,wewantrozgar,we want rozgar,3
150405,150776,150776,HealthCAREforALL,Health CAR Efor ALL,healthcareforall,health car efor all,4
195548,196020,196020,IncubationForStartups,Incubation For Startups,incubationforstartups,incubation for startups,3
241601,242179,242179,15LakhPromise,15 Lakh Promise,15lakhpromise,15 lakh promise,3
211876,212388,212388,DwightDEisenhower,Dwight D Eisenhower,dwightdeisenhower,dwight d eisenhower,3
112375,112663,112663,NyayAnyay,Nyay Anyay,nyayanyay,nyay anyay,2
317909,318665,318665,BaagFarhaanBaag,Baag Farhaan Baag,baagfarhaanbaag,baag farhaan baag,3
256576,257190,257190,DhanbadVoteKar,Dhanbad Vote Kar,dhanbadvotekar,dhanbad vote kar,3
68382,68569,68569,TarjetaUD,Tarjeta UD,tarjetaud,tarjeta ud,2
42401,42520,42520,ELetsTalkGujarat,E Lets Talk Gujarat,eletstalkgujarat,e lets talk gujarat,4
229966,230519,230519,NaMoGoodies,Na Mo Goodies,namogoodies,na mo goodies,3
183481,183919,183919,SantoshLad,Santosh Lad,santoshlad,santosh lad,2
122693,123006,123006,SonaNikaloJi,Sona Nikalo Ji,sonanikaloji,sona nikalo ji,3
110010,110294,110294,TarunShekhar,Tarun Shekhar,tarunshekhar,tarun shekhar,2
192543,193005,193005,SwatantrDevSingh,Swatantr Dev Singh,swatantrdevsingh,swatantr dev singh,3
188706,189159,189159,SureshJoshi,Suresh Joshi,sureshjoshi,suresh joshi,2
39389,39501,39501,HinduRateOfGrowth,Hindu Rate Of Growth,hindurateofgrowth,hindu rate of growth,4
55336,55494,55494,TashkentFilesTrailor,Tashkent Files Trailor,tashkentfilestrailor,tashkent files trailor,3
142201,142558,142558,ArunachalAssemblyElections2019,Arunachal Assembly Elections 2019,arunachalassemblyelections2019,arunachal assembly elections 2019,4
139048,139402,139402,38DegreeEast,38 Degree East,38degreeeast,38 degree east,3
281367,282036,282036,UnapologeticallyAja,Unapologetically Aja,unapologeticallyaja,unapologetically aja,2
9983,10013,10013,ValleKathmandu,Valle Kathmandu,vallekathmandu,valle kathmandu,2
3375,3387,3387,ErikPrinceLied,Erik Prince Lied,erikprincelied,erik prince lied,3
199705,200186,200186,SayYesTowar,Say Yes Towar,sayyestowar,say yes towar,3
221062,221597,221597,boycottAmirKhan,boycott Amir Khan,boycottamirkhan,boycott amir khan,3
330222,330989,330989,#BJPKaDhakoslaPackage,BJP Ka Dhakosla Package,#bjpkadhakoslapackage,bjp ka dhakosla package,4
278040,278700,278700,TerroristLand,Terrorist Land,terroristland,terrorist land,2
205377,205871,205871,VoteForIndiavote,Vote For Indiavote,voteforindiavote,vote for indiavote,3
136716,137065,137065,FIRon11people,FI Ron 11 people,firon11people,fi ron 11 people,4
222768,223306,223306,ReallyDeserves,Really Deserves,reallydeserves,really deserves,2
76063,76274,76274,RrNagar,Rr Nagar,rrnagar,rr nagar,2
147911,148276,148276,BengalSaysNoVote4ChitfundChor,Bengal Says No Vote 4 Chitfund Chor,bengalsaysnovote4chitfundchor,bengal says no vote 4 chitfund chor,7
54514,54670,54670,1OJPGang,1 OJP Gang,1ojpgang,1 ojp gang,3
208423,208924,208924,PachaGorrelu,Pacha Gorrelu,pachagorrelu,pacha gorrelu,2
246947,247539,247539,IndoUSFriendship,Indo US Friendship,indousfriendship,indo us friendship,3
295072,295773,295773,TatakBotante,Tatak Botante,tatakbotante,tatak botante,2
309402,310137,310137,AzadShatru,Azad Shatru,azadshatru,azad shatru,2
95301,95557,95557,JaganPlan,Jagan Plan,jaganplan,jagan plan,2
14063,14106,14106,FilmfareMiddleEast,Filmfare Middle East,filmfaremiddleeast,filmfare middle east,3
152308,152687,152687,MeHuModiBhakt,Me Hu Modi Bhakt,mehumodibhakt,me hu modi bhakt,4
231076,231630,231630,MarketingWars,Marketing Wars,marketingwars,marketing wars,2
319582,320339,320339,EverEvolving,Ever Evolving,everevolving,ever evolving,2
115110,115404,115404,PostpondElection,Postpond Election,postpondelection,postpond election,2
148661,149027,149027,BigCityDiner,Big City Diner,bigcitydiner,big city diner,3
39922,40035,40035,AzamKhanIndecentcomment,Azam Khan Indecentcomment,azamkhanindecentcomment,azam khan indecentcomment,3
187273,187725,187725,26Eleven,26 Eleven,26eleven,26 eleven,2
96167,96424,96424,howtheJosh,howthe Josh,howthejosh,howthe josh,2
115588,115882,115882,PaharganjTrailer,Paharganj Trailer,paharganjtrailer,paharganj trailer,2
312835,313577,313577,ModiPlaysTamilCastePolitics,Modi Plays Tamil Caste Politics,modiplaystamilcastepolitics,modi plays tamil caste politics,5
189297,189751,189751,AsianKungFuGeneration,Asian Kung Fu Generation,asiankungfugeneration,asian kung fu generation,4
232488,233044,233044,ChowkidarKaamChorBhiHai,Chowkidar Kaam Chor Bhi Hai,chowkidarkaamchorbhihai,chowkidar kaam chor bhi hai,5
55622,55783,55783,ManofDividerIndia,Manof Divider India,manofdividerindia,manof divider india,3
244754,245342,245342,BJPmission2019,BJ Pmission 2019,bjpmission2019,bj pmission 2019,3
237812,238381,238381,VoteforRJD,Votefor RJD,voteforrjd,votefor rjd,2
174306,174729,174729,ALevel,A Level,alevel,a level,2
72383,72582,72582,GunFire,Gun Fire,gunfire,gun fire,2
78703,78920,78920,NationalHighwayban,National Highwayban,nationalhighwayban,national highwayban,2
98951,99215,99215,IndianArmys,Indian Armys,indianarmys,indian armys,2
261800,262424,262424,BiPartisan,Bi Partisan,bipartisan,bi partisan,2
111158,111444,111444,PatelNagar,Patel Nagar,patelnagar,patel nagar,2
79522,79741,79741,AbhinandanVarthaman,Abhinandan Varthaman,abhinandanvarthaman,abhinandan varthaman,2
264243,264869,264869,ScuMoTheClown,Scu Mo The Clown,scumotheclown,scu mo the clown,4
324877,325643,325643,GrowthIdharHai,Growth Idhar Hai,growthidharhai,growth idhar hai,3
88802,89048,89048,LaluRabriParty,Lalu Rabri Party,lalurabriparty,lalu rabri party,3
112637,112926,112926,WeUnderstand,We Understand,weunderstand,we understand,2
30982,31072,31072,MBTs,MB Ts,mbts,mb ts,2
26237,26318,26318,TragidyOfIndianSociety,Tragidy Of Indian Society,tragidyofindiansociety,tragidy of indian society,4
307787,308519,308519,BCKejriwal,BC Kejriwal,bckejriwal,bc kejriwal,2
150089,150459,150459,TDPElectionCampaign,TDP Election Campaign,tdpelectioncampaign,tdp election campaign,3
26607,26688,26688,KatuSatya,Katu Satya,katusatya,katu satya,2
242706,243287,243287,SealingDrive,Sealing Drive,sealingdrive,sealing drive,2
199008,199484,199484,IStandWithSarfaraz,I Stand With Sarfaraz,istandwithsarfaraz,i stand with sarfaraz,4
270431,271072,271072,GentlemanJack,Gentleman Jack,gentlemanjack,gentleman jack,2
89368,89615,89615,ModiMeinDumHai,Modi Mein Dum Hai,modimeindumhai,modi mein dum hai,4
228522,229075,229075,aapMuktDelhi,aap Mukt Delhi,aapmuktdelhi,aap mukt delhi,3
268278,268913,268913,GodIsTheGreatest,God Is The Greatest,godisthegreatest,god is the greatest,4
44491,44614,44614,KashiBoleNoMoreNaMo,Kashi Bole No More Na Mo,kashibolenomorenamo,kashi bole no more na mo,6
280989,281656,281656,RajputiPoshak,Rajputi Poshak,rajputiposhak,rajputi poshak,2
46918,47050,47050,BycottChinaGoods,Bycott China Goods,bycottchinagoods,bycott china goods,3
160646,161040,161040,CongressNeedsRahul,Congress Needs Rahul,congressneedsrahul,congress needs rahul,3
296838,297543,297543,RightWingExit,Right Wing Exit,rightwingexit,right wing exit,3
296696,297400,297400,EnvironmentalCrime,Environmental Crime,environmentalcrime,environmental crime,2
124931,125252,125252,Vote4Mahagathbandhan,Vote 4 Mahagathbandhan,vote4mahagathbandhan,vote 4 mahagathbandhan,3
227677,228229,228229,AmmanStatue,Amman Statue,ammanstatue,amman statue,2
264520,265146,265146,TtdTirumala,Ttd Tirumala,ttdtirumala,ttd tirumala,2
153232,153612,153612,PanchayatRajCell,Panchayat Raj Cell,panchayatrajcell,panchayat raj cell,3
307562,308294,308294,yesIama,yes Iama,yesiama,yes iama,2
148471,148837,148837,WilsonRaybould,Wilson Raybould,wilsonraybould,wilson raybould,2
216626,217150,217150,MuellerUpshot,Mueller Upshot,muellerupshot,mueller upshot,2
298460,299169,299169,NashaMuktBharat,Nasha Mukt Bharat,nashamuktbharat,nasha mukt bharat,3
95346,95602,95602,GiftOfTheGab,Gift Of The Gab,giftofthegab,gift of the gab,4
166995,167406,167406,PiratesVsCorruption,Pirates Vs Corruption,piratesvscorruption,pirates vs corruption,3
103119,103393,103393,HelenAnnRichardson,Helen Ann Richardson,helenannrichardson,helen ann richardson,3
282313,282985,282985,PvcTensile,Pvc Tensile,pvctensile,pvc tensile,2
296909,297615,297615,RahulGandhiIsDumb,Rahul Gandhi Is Dumb,rahulgandhiisdumb,rahul gandhi is dumb,4
281319,281988,281988,APPolitical,AP Political,appolitical,ap political,2
202029,202516,202516,ABPNielson,ABP Nielson,abpnielson,abp nielson,2
328455,329222,329222,#BengalViolencePolitics,Bengal Violence Politics,#bengalviolencepolitics,bengal violence politics,3
294594,295294,295294,NeverTooOld,Never Too Old,nevertooold,never too old,3
76909,77124,77124,MrKK,Mr KK,mrkk,mr kk,2
176884,177309,177309,WatchEndgame,Watch Endgame,watchendgame,watch endgame,2
131437,131772,131772,RajBabbarProperty,Raj Babbar Property,rajbabbarproperty,raj babbar property,3
2953,2964,2964,LetsGetSmarter,Lets Get Smarter,letsgetsmarter,lets get smarter,3
171727,172144,172144,SabchorHAI,Sabchor HAI,sabchorhai,sabchor hai,2
42318,42437,42437,RohitShekhar,Rohit Shekhar,rohitshekhar,rohit shekhar,2
