,Hashtag,1,2,3,4,5,6,7,8,9,10,Source,id,topk,mutlitoken,charner,answer,annotator,annotation_id,created_at,updated_at,lead_time,Final Segmentation
1273,kisankibaat,kisankibaat,kisankiba at,kisankibaa t,kisan kibaat,kisanki baat,k isankibaat,ki sankibaat,kisan ki baat,kis ankibaat,kisankib aat,roman,229106,$8,Hashtag has non english token ,None,kisankibaat,4,2103,2021-12-31T14:55:39.004838Z,2021-12-31T14:55:39.004885Z,23.137,kisan ki baat
1274,11yearsofvettaikaran,11yearsofvettaikaran,11yearsofvettaikar an,11yearsofvettaika ran,11yearsofvettaikara n,1 1yearsofvettaikaran,11 yearsofvettaikaran,11yearsofvettai karan,11yearsofvettaik aran,11years ofvettaikaran,11year sofvettaikaran,roman,229105,None,Hashtag has named entities,"[{""start"": 9, ""end"": 20, ""text"": ""vettaikaran"", ""labels"": [""Named Entity""]}]",11 years of vettaikaran,4,2102,2021-12-31T14:55:13.314702Z,2021-12-31T14:55:13.314749Z,152.511,11 years of vettaikaran
1275,voteforsuhani,voteforsuhani,voteforsuhan i,voteforsuha ni,v oteforsuhani,vote forsuhani,voteforsuh ani,vote for suhani,voteforsu hani,vo teforsuhani,vot eforsuhani,roman,229104,$7,Hashtag has named entities,"[{""start"": 7, ""end"": 13, ""text"": ""suhani"", ""labels"": [""Named Entity""]}]",voteforsuhani,4,2101,2021-12-31T14:52:38.493974Z,2021-12-31T14:52:38.494036Z,17.082,vote for suhani
1276,fridaymotivation,fridaymotivation,friday motivation,fridaymotivati on,fridaymotivatio n,fridaymotivat ion,f ridaymotivation,fr idaymotivation,frida ymotivation,fri daymotivation,fridaymotivat i on,roman,229103,$2,None,None,fridaymotivation,4,2100,2021-12-31T14:52:19.374038Z,2021-12-31T14:52:19.374090Z,3.593,friday motivation
1277,25nov,25 nov,25nov,2 5 nov,25 no v,25no v,25n ov,2 5nov,25 n ov,2 5 no v,25n o v,roman,229102,$1,None,None,25nov,4,2099,2021-12-31T14:52:13.424199Z,2021-12-31T14:52:13.424245Z,2.694,25 nov
1278,biskothdiwali,biskothdiwali,biskothdiwal i,biskothdiw ali,biskothdiwa li,biskoth diwali,b iskothdiwali,bi skothdiwali,biskothdi wali,bis kothdiwali,biskothdiwa l i,roman,229100,$5,None,None,biskothdiwali,4,2097,2021-12-31T14:51:51.857012Z,2021-12-31T14:51:51.857066Z,27.371,biskoth diwali
1279,sbhawks,sbhawks,sb hawks,sbhawk s,s bhawks,s b hawks,sbha wks,sbhaw ks,sb hawk s,sbh awks,sbhaw k s,roman,229099,$5,None,None,sbhawks,4,2096,2021-12-31T14:51:22.683647Z,2021-12-31T14:51:22.683704Z,17.592,s b hawks
1280,kamalexposescorruption,kamalexposescorruption,kamalexposescorrupti on,kamalexposescorruptio n,kamalexposes corruption,k amalexposescorruption,kamalexposescorrupt ion,ka malexposescorruption,kamal exposes corruption,kam alexposescorruption,kamal exposescorruption,roman,229098,$8,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""kamal"", ""labels"": [""Named Entity""]}]",kamalexposescorruption,4,2095,2021-12-31T14:51:02.466441Z,2021-12-31T14:51:02.466488Z,14.629,kamal exposes corruption
1281,erolbulutistifa,erolbulutistifa,erolbulutistif a,e rolbulutistifa,erolbulutisti fa,er olbulutistifa,erolbulutist if a,erolbulutist ifa,erolbulut istifa,ero lbulutistifa,erolbulutis tifa,roman,229096,None,Hashtag has named entities,"[{""start"": 9, ""end"": 15, ""text"": ""istifa"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 4, ""text"": ""erol"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 9, ""text"": ""bulut"", ""labels"": [""Named Entity""]}]",erol bulut istifa,4,2094,2021-12-31T14:50:14.051947Z,2021-12-31T14:50:14.052007Z,76.517,erol bulut istifa
1282,lkadvani,lk advani,lkadvani,l k advani,lkadvan i,lkadva ni,l kadvani,lkadv ani,lkad vani,lka dvani,lkadva n i,roman,229094,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 1, ""text"": ""l"", ""labels"": [""Named Entity""]}, {""start"": 1, ""end"": 2, ""text"": ""k"", ""labels"": [""Named Entity""]}, {""start"": 2, ""end"": 8, ""text"": ""advani"", ""labels"": [""Named Entity""]}]",lkadvani,4,2090,2021-12-31T14:46:57.088797Z,2021-12-31T14:46:57.088843Z,23.066,l k advani
1283,chanyeol,chanyeol,chan yeol,chanyeo l,c hanyeol,chanye ol,chany eol,ch anyeol,cha nyeol,chan ye ol,chanye o l,roman,229093,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 8, ""text"": ""chanyeol"", ""labels"": [""Named Entity""]}]",chanyeol,4,2091,2021-12-31T14:47:16.864973Z,2021-12-31T14:47:16.865027Z,17.749,chanyeol
1284,thalapathy65bysunpictures,thalapathy65bysunpictures,thalapathy65bysunpicture s,thalapathy65bysun pictures,t halapathy65bysunpictures,thalapathy65bysunpictur es,tha lapathy65bysunpictures,thalapathy65bysunpictu res,th alapathy65bysunpictures,thal apathy65bysunpictures,thala pathy65bysunpictures,roman,229092,None,Hashtag has named entities,"[{""start"": 0, ""end"": 10, ""text"": ""thalapathy"", ""labels"": [""Named Entity""]}, {""start"": 14, ""end"": 17, ""text"": ""sun"", ""labels"": [""Named Entity""]}, {""start"": 17, ""end"": 25, ""text"": ""pictures"", ""labels"": [""Named Entity""]}]",thalapathyn 65 by sun pictures,4,2092,2021-12-31T14:47:59.247714Z,2021-12-31T14:47:59.247760Z,40.374,thalapathy 65 by sun pictures
1285,bbtelugugrandfinale,bbtelugugrandfinale,bbtelugugrandfinal e,bbtelugugrandfina le,b btelugugrandfinale,bbtelugugrand finale,bbtelugugrandfin ale,bb telugugrandfinale,bbtelugugrandfi na le,bbtelugugrandfi nale,bbtelugu grand finale,roman,229090,None,Hashtag has named entities,"[{""start"": 0, ""end"": 2, ""text"": ""bb"", ""labels"": [""Named Entity""]}]",bb telugu grand finale,4,1865,2021-12-30T09:21:42.169405Z,2021-12-30T09:21:42.169453Z,28.191,bb telugu grand finale
1286,happybirthdaykartikaaryan,happybirthdaykartikaaryan,happybirthdaykartikaary an,happybirthdaykartikaarya n,happybirthdaykartikaa ryan,ha ppybirthdaykartikaaryan,h appybirthdaykartikaaryan,happy birthdaykartikaaryan,happybirthdaykartikaar yan,happybirthdaykartika aryan,hap pybirthdaykartikaaryan,roman,229089,None,Hashtag has named entities,"[{""start"": 13, ""end"": 19, ""text"": ""kartik"", ""labels"": [""Named Entity""]}, {""start"": 19, ""end"": 25, ""text"": ""aaryan"", ""labels"": [""Named Entity""]}]",happy birthday kartik aaryan,4,1864,2021-12-30T09:21:11.016178Z,2021-12-30T09:21:11.016224Z,31.323,happy birthday kartik aaryan
1287,inshallah,inshallah,in shallah,inshalla h,insh allah,i nshallah,ins hallah,inshall ah,in shall ah,inshal lah,in sh allah,roman,229088,$1,None,None,inshallah,4,1862,2021-12-30T09:11:11.856089Z,2021-12-30T09:11:11.856136Z,7.828,inshallah
1288,octaviarsspeedchallenge,octaviarsspeedchallenge,octaviarsspeedchalleng e,octaviarsspeed challenge,o ctaviarsspeedchallenge,octaviarsspeedchallen ge,octaviarsspeedchal lenge,oc taviarsspeedchallenge,oct aviarsspeedchallenge,octavia rsspeedchallenge,octaviarsspeedchall enge,roman,229087,None,None,"[{""start"": 0, ""end"": 9, ""text"": ""octaviars"", ""labels"": [""Named Entity""]}]",octaviars speed challenge,4,1863,2021-12-30T09:20:37.501724Z,2021-12-30T09:20:37.501775Z,563.694,octaviars speed challenge
1289,loki,loki,lo ki,lok i,l ok i,lo k i,l oki,l o ki,l o k i,,,roman,229086,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""loki"", ""labels"": [""Named Entity""]}]",loki,4,1861,2021-12-30T09:06:39.717705Z,2021-12-30T09:06:39.717753Z,9.518,loki
1290,ironladyindira,ironladyindira,iron lady indira,ironladyindir a,i ronladyindira,ironlady indira,iron ladyindira,ironladyindi ra,ironladyind ira,ir onladyindira,iro nladyindira,roman,229085,$2,Hashtag has named entities,"[{""start"": 8, ""end"": 14, ""text"": ""indira"", ""labels"": [""Named Entity""]}]",ironladyindira,4,1859,2021-12-30T09:06:00.803770Z,2021-12-30T09:06:00.803822Z,12.73,iron lady indira
1291,gopashtami,gopashtami,gopashtam i,gop ashtami,gopashta mi,go pashtami,g opashtami,gopasht ami,gopash tami,gopasht am i,gopa shtami,roman,229084,$1,Hashtag has non english token ,None,gopashtami,4,1858,2021-12-30T09:05:46.207275Z,2021-12-30T09:05:46.207324Z,5.769,gopashtami
1292,fcgneu,fcgneu,fcgne u,fcg neu,f cgneu,fcgn eu,fc gneu,fcgn e u,f c g neu,fcg ne u,f c gneu,roman,229083,$3,Hashtag has named entities,"[{""start"": 3, ""end"": 6, ""text"": ""neu"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 3, ""text"": ""fcg"", ""labels"": [""Named Entity""]}]",fcgneu,4,1860,2021-12-30T09:06:27.211139Z,2021-12-30T09:06:27.211186Z,23.212,fcg neu
1293,kamalaharris,kamala harris,kamalaharris,kamalaharr is,kamalaharri s,kamal a harris,k amalaharris,ka malaharris,kam alaharris,kamal aharris,kamalahar ris,roman,229082,$1,Hashtag has named entities,"[{""start"": 6, ""end"": 12, ""text"": ""harris"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 6, ""text"": ""kamala"", ""labels"": [""Named Entity""]}]",kamalaharris,4,1857,2021-12-30T09:05:36.555362Z,2021-12-30T09:05:36.555416Z,14.954,kamala harris
1294,yaaranthaoviyathai,yaaranthaoviyathai,yaaranthaoviyatha i,yaaranthaoviyat hai,yaaranthaoviyath ai,y aaranthaoviyathai,yaa ranthaoviyathai,yaaranthaoviya thai,yaar anthaoviyathai,ya aranthaoviyathai,yaara nthaoviyathai,roman,229080,None,Hashtag has non english token ,None,yaar antha oviyathai,4,1855,2021-12-30T09:05:01.919415Z,2021-12-30T09:05:01.919462Z,29.112,yaar antha oviyathai
1295,dateextendkarojhatpat,dateextendkarojhatpat,dateextendkarojhatp at,dateextendkarojhatpa t,da teextendkarojhatpat,d ateextendkarojhatpat,dateextendkarojhat pat,date extendkarojhatpat,dat eextendkarojhatpat,dateextendkaro jhat pat,dateextendkarojhat pa t,roman,229079,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has a mix of english and hindi tokens""]}",None,date extend karo jhatpat,4,1854,2021-12-30T09:04:29.482706Z,2021-12-30T09:04:29.482752Z,18.799,date extend karo jhatpat
1296,13yrsofclassydonbilla,13yrsofclassydonbilla,13yrsofclassydonbill a,13yrsofclassydonbil la,1 3yrsofclassydonbilla,13 yrsofclassydonbilla,13yrsofclassydon billa,13yrsofclassydonb illa,13yrsofclassydonbi lla,13yrsofclassydonbil l a,13yrs ofclassydonbilla,roman,229077,None,Hashtag has named entities,"[{""start"": 16, ""end"": 21, ""text"": ""billa"", ""labels"": [""Named Entity""]}, {""start"": 13, ""end"": 16, ""text"": ""don"", ""labels"": [""Named Entity""]}]",13 yrs of classy don billa,4,1853,2021-12-30T09:03:53.342297Z,2021-12-30T09:03:53.342343Z,46.98,13 yrs of classy don billa
1297,geetajayanti2020,geetajayanti2020,geetajayanti20 20,geetajayanti202 0,geetajayanti 2020,g eetajayanti2020,ge etajayanti2020,geet ajayanti2020,gee tajayanti2020,geeta jayanti2020,geetajayanti2 020,roman,229076,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities""]}","[{""start"": 5, ""end"": 12, ""text"": ""jayanti"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 5, ""text"": ""geeta"", ""labels"": [""Named Entity""]}]",geeta jayanti 2020,4,1852,2021-12-30T09:03:04.451896Z,2021-12-30T09:03:04.451943Z,50.961,geeta jayanti 2020
1298,mayiladuthurai,mayiladuthurai,mayiladuthura i,may iladuthurai,mayiladuthur ai,m ayiladuthurai,ma yiladuthurai,mayiladuthu rai,mayil aduthurai,mayiladuth urai,mayi laduthurai,roman,229075,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 14, ""text"": ""mayiladuthurai"", ""labels"": [""Named Entity""]}]",mayiladuthurai,4,1851,2021-12-30T09:02:11.270001Z,2021-12-30T09:02:11.270066Z,22.563,mayiladuthurai
1299,boohooblackfriday,boohooblackfriday,boohooblackfrida y,boohooblackfri day,b oohooblackfriday,boohooblack friday,bo ohooblackfriday,boohoo black friday,boohooblackfrid ay,boo hooblackfriday,boo hoo black friday,roman,229074,$7,None,None,boohooblackfriday,4,1850,2021-12-30T09:01:46.877281Z,2021-12-30T09:01:46.877329Z,3.825,boohoo black friday
1300,jasminebhasin,jasminebhasin,jasminebhas in,jasmine bhasin,jasminebhasi n,j asminebhasin,ja sminebhasin,jasminebha sin,jasminebh as in,jas minebhasin,jasmineb has in,roman,229073,$3,Hashtag has named entities,"[{""start"": 7, ""end"": 13, ""text"": ""bhasin"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 7, ""text"": ""jasmine"", ""labels"": [""Named Entity""]}]",jasminebhasin,4,1849,2021-12-30T09:01:40.910633Z,2021-12-30T09:01:40.910678Z,12.398,jasmine bhasin
1301,5yearsofrohika,5yearsofrohika,5yearsofrohik a,5yearsofrohi ka,5 yearsofrohika,5yearsofroh ika,5year sofrohika,5years ofrohika,5yearsofrohi k a,5yearsofro hika,5 year sofrohika,roman,229072,None,Hashtag has named entities,"[{""start"": 8, ""end"": 14, ""text"": ""rohika"", ""labels"": [""Named Entity""]}]",5 years of rohika,4,1848,2021-12-30T09:01:26.659734Z,2021-12-30T09:01:26.659779Z,17.119,5 years of rohika
1302,kracktrailer,kracktrailer,krack trailer,kracktraile r,kracktrail er,k racktrailer,kr acktrailer,kracktrai ler,kra cktrailer,k rack trailer,kracktrail e r,roman,229071,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""krack"", ""labels"": [""Named Entity""]}]",kracktrailer,4,1847,2021-12-30T09:01:05.788062Z,2021-12-30T09:01:05.788109Z,11.495,krack trailer
1303,valenciarealmadrid,valenciarealmadrid,valencia real madrid,valenciarealmadri d,v alenciarealmadrid,va lenciarealmadrid,valenciarealmadr id,valenciareal madrid,val enciarealmadrid,valenciarealmad rid,vale nciarealmadrid,roman,229070,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 8, ""text"": ""valencia"", ""labels"": [""Named Entity""]}, {""start"": 8, ""end"": 12, ""text"": ""real"", ""labels"": [""Named Entity""]}, {""start"": 12, ""end"": 18, ""text"": ""madrid"", ""labels"": [""Named Entity""]}]",valenciarealmadrid,4,1846,2021-12-30T09:00:52.231302Z,2021-12-30T09:00:52.231353Z,14.705,valencia real madrid
1304,neucfc,neucfc,neuc fc,neu cfc,ne ucfc,neucf c,n eucfc,neuc f c,neu c f c,neu cf c,ne u cfc,roman,229069,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""neucfc"", ""labels"": [""Named Entity""]}]",neucfc,4,1845,2021-12-30T09:00:34.783884Z,2021-12-30T09:00:34.783931Z,67.091,neucfc
1305,bharatkishaanrbharat,bharatkishaanrbharat,bharatkishaanrbhar at,bharatkishaanrbhara t,bharatkishaanr bharat,b haratkishaanrbharat,bharatkishaanrbha rat,bharat kishaanrbharat,bhar atkishaanrbharat,bha ratkishaanrbharat,bh aratkishaanrbharat,roman,229068,None,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""bharat"", ""labels"": [""Named Entity""]}, {""start"": 14, ""end"": 20, ""text"": ""bharat"", ""labels"": [""Named Entity""]}, {""start"": 13, ""end"": 14, ""text"": ""r"", ""labels"": [""Named Entity""]}]",bharat ki shaan r bharat,4,1844,2021-12-30T08:59:15.648090Z,2021-12-30T08:59:15.648137Z,184.631,bharat ki shaan r bharat
1306,karabag,karabag,kara bag,karab ag,karaba g,kar a bag,kar abag,kar ab ag,ka ra bag,k arabag,kara b a g,roman,229067,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""karabag"", ""labels"": [""Named Entity""]}]",karabag,4,1843,2021-12-30T08:56:08.940045Z,2021-12-30T08:56:08.940089Z,1171.541,karabag
1307,tcms14,tcms14,tcms 14,tcms1 4,tcm s14,t cms14,tc ms 14,tc ms14,tcm s 14,tcms 1 4,t cm s 14,roman,229066,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""tcms"", ""labels"": [""Named Entity""]}]",tcms14,4,1842,2021-12-30T08:36:34.233287Z,2021-12-30T08:36:34.233333Z,8.647,tcms 14
1308,powerofaariarmy,powerofaariarmy,powerofaariar my,powerofaariarm y,powerofaari army,p owerofaariarmy,power ofaariarmy,po werofaariarmy,pow erofaariarmy,powe rofaariarmy,power of aariarmy,roman,229065,None,Hashtag has named entities,"[{""start"": 7, ""end"": 11, ""text"": ""aari"", ""labels"": [""Named Entity""]}]",power of aari army ,4,1841,2021-12-30T08:36:23.603673Z,2021-12-30T08:36:23.603722Z,51.757,power of aari army 
1309,womenst20challange,womenst20challange,womenst20challang e,women st20challange,w omenst20challange,wo menst20challange,womenst20challan ge,womenst20chal lange,womens t20challange,womenst20chall ange,womenst20challa nge,roman,229064,None,None,None,womens t20 challange,4,1840,2021-12-30T08:35:28.960259Z,2021-12-30T08:35:28.960306Z,23.193,womens t20 challange
1310,seemadhaka,seemadhaka,seema dhaka,seemadhak a,seem a dhaka,s eemadhaka,see madhaka,seemadha ka,seemadh aka,se emadhaka,seem adhaka,roman,229063,$2,Hashtag has named entities,"[{""start"": 5, ""end"": 10, ""text"": ""dhaka"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 5, ""text"": ""seema"", ""labels"": [""Named Entity""]}]",seemadhaka,4,1839,2021-12-30T08:35:02.355752Z,2021-12-30T08:35:02.355803Z,26.781,seema dhaka
1311,htls2020,htls2020,htls 2020,htls20 20,htls202 0,h tls2020,ht ls2020,htls 20 20,htls2 020,htl s2020,htls20 2 0,roman,229062,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""htls"", ""labels"": [""Named Entity""]}]",htls2020,4,1838,2021-12-30T08:34:30.000081Z,2021-12-30T08:34:30.000127Z,10.645,htls 2020
1312,tma2020,tma2020,tma 2020,tma20 20,tma202 0,tma 20 20,t ma2020,t m a 2020,tm a 2020,tm a2020,t ma 2020,roman,229061,$2,None,"[{""start"": 0, ""end"": 3, ""text"": ""tma"", ""labels"": [""Named Entity""]}]",tma2020,4,1837,2021-12-30T08:34:14.806030Z,2021-12-30T08:34:14.806082Z,9.031,tma 2020
1313,myntraeorsiscoming,myntraeorsiscoming,myntraeorsis coming,m yntraeorsiscoming,myntraeorsiscomin g,my ntraeorsiscoming,myntraeorsiscomi ng,myntraeorsiscom ing,myntraeorsisco ming,myntraeors is coming,myntraeorsiscom in g,roman,229060,None,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""myntra"", ""labels"": [""Named Entity""]}]",myntra eors is coming ,4,1836,2021-12-30T08:34:03.727398Z,2021-12-30T08:34:03.727444Z,25.889,myntra eors is coming 
1314,bigbosstelugu4,bigbosstelugu4,bigbosstelugu 4,b igbosstelugu4,big bosstelugu4,bi gbosstelugu4,bigb osstelugu4,bigbosstelug u4,bigboss telugu4,big boss telugu4,bigbosstelug u 4,roman,229059,$9,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""big"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 7, ""text"": ""boss"", ""labels"": [""Named Entity""]}]",bigbosstelugu4,4,1835,2021-12-30T08:33:34.942405Z,2021-12-30T08:33:34.942452Z,87.381,big boss telugu4
1315,waadahai,waadahai,waada hai,waadaha i,waadah ai,waad ahai,w aadahai,waada ha i,waa dahai,wa adahai,waa da hai,roman,229058,$1,Hashtag has non english token ,None,waadahai,4,1834,2021-12-30T08:31:45.281929Z,2021-12-30T08:31:45.281975Z,12.22,waadahai
1316,anandavikatanmedai,anandavikatanmedai,anandavikatanmeda i,a nandavikatanmedai,anandavikatanmed ai,an andavikatanmedai,anandavikatanme dai,ana ndavikatanmedai,anand avikatanmedai,ananda vikatanmedai,anan davikatanmedai,roman,229057,None,Hashtag has named entities,None,ananda vikatan medai,4,1833,2021-12-30T08:31:29.360506Z,2021-12-30T08:31:29.360553Z,196.531,ananda vikatan medai
1317,chiranjeevi,chiranjeevi,chiranjeev i,c hiranjeevi,chiranjee vi,chi ranjeevi,ch iranjeevi,chiran jeevi,chira njeevi,chiranje evi,chir anjeevi,roman,229056,$1,None,"[{""start"": 0, ""end"": 11, ""text"": ""chiranjeevi"", ""labels"": [""Named Entity""]}]",chiranjeevi,4,1832,2021-12-30T08:28:10.113038Z,2021-12-30T08:28:10.113085Z,9.099,chiranjeevi
1318,mivssrh,mivssrh,mi vs srh,mivssr h,m ivssrh,mi vssrh,mivs srh,mivss rh,m i vs srh,mivss r h,miv ssrh,roman,229055,$2,Hashtag has named entities,"[{""start"": 4, ""end"": 7, ""text"": ""srh"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 2, ""text"": ""mi"", ""labels"": [""Named Entity""]}]",mivssrh,4,1831,2021-12-30T08:27:58.330499Z,2021-12-30T08:27:58.330547Z,13.981,mi vs srh
1319,masterinhindi,masterinhindi,master in hindi,masterinhind i,masterinhin di,m asterinhindi,masterin hindi,master inhindi,ma sterinhindi,mast erinhindi,mas terinhindi,roman,229054,$2,None,None,masterinhindi,4,1830,2021-12-30T08:27:36.723802Z,2021-12-30T08:27:36.723853Z,3.384,master in hindi
